HANNOVERMESSE 2026 - Exhibitors
Hit type;Exhibitor;Country;Zip Code;City;Federal State;CCI District;Company website;Booth;Exhibitor presentation
Exhibitor;Longyan Changtong Machinery Equipment Co., Ltd.;China;364012;Longyan;;;http://www.ctmachinery.com.cn;"Hall 13, Stand B06";https://www.hannovermesse.de/exhibitor/longyan-changtong-machinery/N1542259;
Exhibitor;Nds. Ministerium für Wirtschaft, Verkehr und Bauen;Germany;30159;Hannover;Lower Saxony;;https://www.mw.niedersachsen.de/startseite/;"Hall 15, Stand A14";https://www.hannovermesse.de/exhibitor/nds-ministerium-fur-wirtschaft/N1540874;
Exhibitor;Nds. Ministerium für Wirtschaft;Germany;30159;Hannover;Lower Saxony;;https://www.mw.niedersachsen.de/startseite/;"Hall 12, Stand E90";https://www.hannovermesse.de/exhibitor/nds-ministerium-fur-wirtschaft/N1509428;
Exhibitor;LPS Engineering EOOD;Bulgaria;6000;Stara Zagora;;;https://www.lpsengineering.com;"Hall 17, Stand B12";https://www.hannovermesse.de/exhibitor/lps-engineering/N1613581;
Exhibitor;LTB Lasertechnik Berlin GmbH;Germany;12489;Berlin;Berlin;;http://www.ltb-berlin.de;"Hall 12, Stand E41";https://www.hannovermesse.de/exhibitor/ltb-lasertechnik-berlin/N1570049;
Exhibitor;Lucky Link Ev Technology Co., Ltd.;China;314000;Jiaxing;;;http://www.llevt.com;"Hall 23, Stand B74";https://www.hannovermesse.de/exhibitor/lucky-link-ev-technology/N1614850;
Exhibitor;Lumera Energy GmbH;Germany;81545;München;Bavaria;;https://www.lumeraenergy.de;"Hall 12, Stand C80, (2)";https://www.hannovermesse.de/exhibitor/lumera-energy/N1606560;
Exhibitor;Lunar Outpost EU;Luxembourg;3895;Foetz;;;;"Hall 12, Stand E46";https://www.hannovermesse.de/exhibitor/lunar-outpost/N1612796;
Exhibitor;Luoni Sistem S.r.l.;Italy;21013;Gallarate;;;http://www.luonisistem.it;"Hall 17, Stand A20";https://www.hannovermesse.de/exhibitor/luoni-sistem/N1614015;
Exhibitor;Luoyang Longda Bearing Co., Ltd.;China;471600;Luoyang;;;http://www.ldb-bearing.com;"Hall 13, Stand G02";https://www.hannovermesse.de/exhibitor/luoyang-longda-bearing/N1606188;
Exhibitor;LY iTech Robot (Shenzhen) Co., Ltd.;China;518000;Shenzhen;;;http://www.en.lingyiitech.com;"Hall 26, Stand G44, (17)";https://www.hannovermesse.de/exhibitor/ly-itech-robot-shenzhen-/N1610103;
Exhibitor;L&T Technology Services Limited, Niederlassung Deutschland;Germany;80807;München;Bavaria;;http://www.ltts.com;"Hall 15, Stand C14";https://www.hannovermesse.de/exhibitor/l-t-technology-services/N1578801;
Exhibitor;Machinemaze Integration Services Pvt Ltd;India;;Bengaluru 560038;;;https://machinemaze.com/;"Hall 17, Stand A15/1";https://www.hannovermesse.de/exhibitor/machinemaze-gmbh/N1570450;
Exhibitor;macmon secure gmbh;Germany;10179;Berlin;Berlin;;http://www.macmon.eu;"Hall 26, Stand F30";https://www.hannovermesse.de/exhibitor/macmon-secure/N1612427;
Exhibitor;Madencan Celik Profil A.S.;Türkiye;06980;Kazan;;;http://www.madencan.com;"Hall 17, Stand B44, (8)";https://www.hannovermesse.de/exhibitor/madencan-celik-profil/N1542261;
Exhibitor;Madhava Automation;India;;Rajkot 360021;;;https://www.madhavaautomation.com;"Hall 17, Stand B59/1";https://www.hannovermesse.de/exhibitor/madhava-automation/N1605504;
Exhibitor;MAECOS bv;Belgium;2060;Antwerpen;;;http://maecos.com;"Hall 17, Stand H23";https://www.hannovermesse.de/exhibitor/maecos/N1611966;
Exhibitor;Magnetic Innovations B.V.;Netherlands;5507 TH;Veldhoven;;;http://www.magneticinnovations.com;"Hall 13, Stand A34";https://www.hannovermesse.de/exhibitor/magnetic-innovations/N1579707;
Exhibitor;Magnet-Schultz GmbH & Co. KG;Germany;87700;Memmingen;Bavaria;;https://www.magnet-schultz.com;"Hall 13, Stand E02";https://www.hannovermesse.de/exhibitor/magnet-schultz/L290756;
Exhibitor;Orta Anadolu Makine ve Aksamlari Ihracatci Birlikleri;Türkiye;06520;Cancaya;;;http://makinebirlik.com/de;"Hall 13, Stand E13";https://www.hannovermesse.de/exhibitor/maib/N1517805;
Exhibitor;MAK Çelik A.?.;Türkiye;42160;Selçuklu;;;http://www.makcelik.com;"Hall 17, Stand B44, (7)";https://www.hannovermesse.de/exhibitor/mak-celik/N1605505;
Exhibitor;Makeblock Co.,Ltd.;China;518055;Shenzhen;;;https://www.xtool.eu/;"Hall 13, Stand B13";https://www.hannovermesse.de/exhibitor/makeblock/N1605506;
Exhibitor;China Outsourcing (Europe) Ltd.;United Kingdom;;Poole BH17 7FP;;;http://www.make-global.com;"Hall 17, Stand E03";https://www.hannovermesse.de/exhibitor/make-global/N1605355;
Exhibitor;Makikawa-Motion Technology (Zhejiang) Co., Ltd.;China;313000;Huzhou;;;https://www.makikawa-motion.com;"Hall 13, Stand F43";https://www.hannovermesse.de/exhibitor/makikawa-motion-technology-zhejiang-/N1512735;
Exhibitor;Makim Makina Teknolojileri San. ve Tic. A.S.;Türkiye;06980;Kahramankazan;;;http://www.makim.com.tr;"Hall 17, Stand B44, (1)";https://www.hannovermesse.de/exhibitor/makim-makina-teknolojileri/N1572830;
Exhibitor;Makisan Makine Insaat San. ve Tic. Ltd. Sti.;Türkiye;34906;Pendik;;;https://makisanmakine.com.tr/en/;"Hall 17, Stand B44, (13)";https://www.hannovermesse.de/exhibitor/makisan-makine-insaat/N1612195;
Exhibitor;MANGAL ELECTRICAL INDUSTRIES PVT. LTD.;India;;Jaipur 302013;;;http://www.mangals.com;"Hall 12, Stand C69";https://www.hannovermesse.de/exhibitor/mangal-electrical-industries/N1614282;
Exhibitor;Mantis Robotics BV;Belgium;3001;Leuven;;;http://www.mantis-robotics.com;"Hall 26, Stand G44, (16)";https://www.hannovermesse.de/exhibitor/mantis-robotics/N1572831;
Exhibitor;Sofyne Active Technology Ltd.;Portugal;4460-282;Senhora da Hora ? Porto;;;;"Hall 15, Stand C14";https://www.hannovermesse.de/exhibitor/manufacture-next/N1614995;
Exhibitor;Manukai AG;Switzerland;8092;Zürich;;;http://www.manukai.ch;"Hall 27, Stand B24, (12)";https://www.hannovermesse.de/exhibitor/manukai/N1605509;
Exhibitor;Mapex Manufacturing Software Solutions S.L.U.;Spain;08500;Vic;;;http://www.mapex.io;Exhibitor pre-registered - Hall and Booth No. to follow shortly;https://www.hannovermesse.de/exhibitor/mapex-manufacturing-software-solutions/N1615264;
Exhibitor;Mario Fernando Group Srl;Italy;25065;Lumezzane Gazzolo;;;http://www.mariofernando.com;"Hall 17, Stand A16";https://www.hannovermesse.de/exhibitor/mario-fernando/N1476393;
Exhibitor;Marrow Lin Development Co., Ltd.;Taiwan;104;Taipei;;;https://www.marrowlin.com.tw/;"Hall 12, Stand C79";https://www.hannovermesse.de/exhibitor/marrow-lin-development/N1566188;
Exhibitor;Maschinenfabrik Mönninghoff GmbH & Co. KG;Germany;44867;Bochum;North Rhine-Westphalia;;http://www.moenninghoff.de;"Hall 26, Stand E98, (12)";https://www.hannovermesse.de/exhibitor/maschinenfabrik-monninghoff/N1479818;
Exhibitor;Masterly Inc.;Canada;;Toronto, ON M5H 1T1;;;http://www.masterly.ca;"Hall 26, Stand E78";https://www.hannovermesse.de/exhibitor/masterly/N1613582;
Exhibitor;Matelec S.A.L.;Lebanon;1401;Jbeil;;;http://www.matelec.com;"Hall 12, Stand F67";https://www.hannovermesse.de/exhibitor/matelec/N1605510;
Exhibitor;Mateligent GmbH;Germany;66121;Saarbrücken;Saarland;;http://www.mateligent.de;"Hall 11, Stand D41";https://www.hannovermesse.de/exhibitor/mateligent/N1484737;
Exhibitor;Materia Bioworks Inc.;Canada;;Toronto, ON M5A 0W4;;;https://www.materiabioworks.com;"Hall 27, Stand A12";https://www.hannovermesse.de/exhibitor/materia-bioworks/N1610493;
Exhibitor;Matrikon, Inc.;Canada;;Edmonton, AB T5J 3N4;;;https://www.matrikon.com;"Hall 27, Stand F60";https://www.hannovermesse.de/exhibitor/matrikon/N1551963;
Exhibitor;Matris d.o.o.;Slovenia;4000;Kranj;;;https://matris.eu/;"Hall 13, Stand A76/1";https://www.hannovermesse.de/exhibitor/matris/N1577743;
Exhibitor;Matteco Team S. L.;Spain;46980;Paterna;;;http://www.matteco.com;"Hall 11, Stand C19";https://www.hannovermesse.de/exhibitor/matteco/N1615024;
Exhibitor;maxon international ag;Switzerland;6072;Sachseln;;;https://www.maxongroup.com;"Hall 13, Stand C51";https://www.hannovermesse.de/exhibitor/maxon-international/N1504163;
Exhibitor;Maya Heat Transfer Technologies Ltd.;Canada;;Westmount H3Z 2Y4;;;http://www.mayahtt.com;"Hall 27, Stand A12";https://www.hannovermesse.de/exhibitor/maya-heat-transfer-technologies/N1542537;
Exhibitor;MA.BO. S.r.l.;Italy;42015;Correggio;;;http://www.mabomech.com;"Hall 17, Stand B03";https://www.hannovermesse.de/exhibitor/ma-bo-/N1537101;
Exhibitor;Ma.ia Solutions Ltda.;Brazil;12247-016;Sao Jose dos Campos SP;;;https://maia.solutions/;"Hall 11, Stand D55";https://www.hannovermesse.de/exhibitor/ma-ia-solutions/N1608986;
Exhibitor;Mcs Industrial Ltda;Brazil;07224-130;Guarulhos SP;;;https://mcsindustrial.com.br/en/;"Hall 12, Stand C22";https://www.hannovermesse.de/exhibitor/mcs-industrial/N1608987;
Exhibitor;MC Technologies GmbH;Germany;30179;Hannover;Lower Saxony;;https://www.mc-technologies.com;"Hall 26, Stand G06, (08)";https://www.hannovermesse.de/exhibitor/mc-technologies/N1610642;
Exhibitor;meastream GmbH;Germany;52249;Eschweiler;North Rhine-Westphalia;;http://www.meastream.de;"Hall 27, Stand G59";https://www.hannovermesse.de/exhibitor/meastream/N1611500;
Exhibitor;Mecas Engineering (Pvt.) Ltd.;Pakistan;54500;Lahore;;;http://www.mecasengineering.com;"Hall 17, Stand A02/1";https://www.hannovermesse.de/exhibitor/mecas-engineering/N1610211;
Exhibitor;Meccanica Couplings S.r.l.;Italy;44045;Renazzo;;;http://www.meccanicacouplings.it;"Hall 17, Stand A26";https://www.hannovermesse.de/exhibitor/meccanica-couplings/N1614988;
Exhibitor;Meccanica Rizzello S.r.l.;Italy;73056;Taurisano;;;http://www.mecrizzello.it;"Hall 17, Stand A26";https://www.hannovermesse.de/exhibitor/meccanica-rizzello/T979316;
Exhibitor;Mechanic Machining (Shenzhen) Co., Ltd.;China;518101;Shenzhen;;;http://www.szmechanic.com;"Hall 17, Stand B66";https://www.hannovermesse.de/exhibitor/mechanic-machining-shenzhen-/N1544127;
Exhibitor;Ruhr-Universität Bochum Lehrstuhl für Mikrosystemtechnik mechIC;Germany;44801;Bochum;North Rhine-Westphalia;;https://www.mechic.de;"Hall 11, Stand D42";https://www.hannovermesse.de/exhibitor/mechic/N1566465;
Exhibitor;MechSyn GmbH;Germany;45470;Mülheim an der Ruhr;North Rhine-Westphalia;;http://www.mechsyn.com;"Hall 11, Stand D44";https://www.hannovermesse.de/exhibitor/mechsyn/N1607154;
Exhibitor;Medizinische Hochschule Hannover (MHH);Germany;30625;Hannover;Lower Saxony;;https://nife-hannover.de/ags/innovative-amputationsmedizin/;"Hall 11, Stand B56";https://www.hannovermesse.de/exhibitor/medizinische-hochschule-hannover-mhh-/N1607709;
Exhibitor;MegaSys Enterprises Ltd.;Canada;;Calgary, AB T2E 9B2;;;http://www.megasys.com;"Hall 26, Stand E78";https://www.hannovermesse.de/exhibitor/megasys-enterprises/N1613584;
Exhibitor;Mega Technology (ZhenJiang) Co.,Ltd;China;212200;Yangzhong;;;;"Hall 12, Stand F06/1";https://www.hannovermesse.de/exhibitor/mega-technology-zhenjiang-/N1605512;
Exhibitor;MEgA - M??ící Energetické Aparáty, a.s.;Czech Republic;664 31;?eská;;;http://www.e-mega.cz;"Hall 12, Stand A04";https://www.hannovermesse.de/exhibitor/mega-merici-energeticke-aparaty/N1605511;
Exhibitor;MEGA-TEK Instrument (Chengdu) Co., Ltd.;China;611130;Chengdu;;;https://www.megatek-instrument.com/;"Hall 27, Stand J03";https://www.hannovermesse.de/exhibitor/mega-tek-instrument-chengdu-/N1608275;
Exhibitor;SelectCode GmbH;Germany;82008;Unterhaching;Bavaria;;https://www.meingpt.com;"Hall 16, Stand F15, (1)";https://www.hannovermesse.de/exhibitor/meingpt/N1582908;
Exhibitor;MeliCon GmbH;Germany;41836;Hückelhoven;North Rhine-Westphalia;;http://www.melicon.de;"Hall 11, Stand C14";https://www.hannovermesse.de/exhibitor/melicon/N1433642;
Exhibitor;Melvin Solucoes em Software Ltda;Brazil;30160-041;Belo Horizonte MG;;;https://oimelvin.com;"Hall 11, Stand D55";https://www.hannovermesse.de/exhibitor/melvin-solucoes-em-software/N1608988;
Exhibitor;Mensch und Maschine Deutschland GmbH;Germany;82234;Weßling;Bavaria;;;"Hall 17, Stand E40";https://www.hannovermesse.de/exhibitor/mensch-und-maschine-deutschland/R874320;
Exhibitor;Mentpack Makina A.S.;Türkiye;34490;Basaksehir;;;https://think-simple.ai;"Hall 11, Stand B64, (6)";https://www.hannovermesse.de/exhibitor/mentpack/N1606733;
Exhibitor;Merantix Momentum GmbH;Germany;13355;Berlin;Berlin;;https://www.merantix-momentum.com;Digital Only;https://www.hannovermesse.de/exhibitor/merantix-momentum/N1584893;
Exhibitor;Merchant Engineering Pvt Ltd;India;;Jalandhar 144021;;;http://www.hkgsleeves.com;"Hall 17, Stand G62";https://www.hannovermesse.de/exhibitor/merchant-engineering/N1607443;
Exhibitor;Metafold Inc.;Canada;;Toronto M6K 1X9;;;http://www.metafold3d.com;"Hall 14, Stand J06";https://www.hannovermesse.de/exhibitor/metafold/N1569106;
Exhibitor;Metak Industria de Peças Ltda.;Brazil;95044-200;Caxias Do Sul RS;;;https://www.metak.com.br;"Hall 17, Stand D52";https://www.hannovermesse.de/exhibitor/metak-industria-de-pecas/N1609196;
Exhibitor;Metaldufe Lda.;Portugal;4730-325;Oleiros;;;https://www.metaldufe.com;"Hall 17, Stand D36";https://www.hannovermesse.de/exhibitor/metaldufe/N1519353;
Exhibitor;Metallverarbeitung Kähler GmbH;Germany;19230;Bobzin;Mecklenburg-Western Pomerania;;;"Hall 26, Stand B69";https://www.hannovermesse.de/exhibitor/metallverarbeitung-kahler/N1606248;
Exhibitor;Meta-Vulk Kft;Hungary;2038;Sóskút;;;http://www.meta-vulk.hu;"Hall 17, Stand B43";https://www.hannovermesse.de/exhibitor/meta-vulk/N1477319;
Exhibitor;Metenergy Softwares Ltda;Brazil;05340-903;São Paulo SP;;;https://www.linkedin.com/company/metenergy;"Hall 11, Stand D55";https://www.hannovermesse.de/exhibitor/metenergy-softwares/N1608669;
Exhibitor;Meteoric Resources Brazil Ltda;Brazil;37701-039;Poços De Caldas MG;;;https://meteoric.com.au/;"Hall 12, Stand C22";https://www.hannovermesse.de/exhibitor/meteoric-resources-brazil/N1615069;
Exhibitor;Metrologic Group GmbH;Germany;73066;Uhingen;Baden-Wurttemberg;;http://www.metrologic.group;"Hall 16, Stand A10";https://www.hannovermesse.de/exhibitor/metrologic-group/N1606614;
Exhibitor;Metropolitan Technologies Inc.;Canada;;Ottawa, ON K1S 1M9;;;https://metropolitan.tech;"Hall 26, Stand E78";https://www.hannovermesse.de/exhibitor/metropolitan-technologies/N1608582;
Exhibitor;Meyer Industrie-Electronic GmbH;Germany;49525;Lengerich;North Rhine-Westphalia;;http://www.meyle.de;"Hall 27, Stand H19";https://www.hannovermesse.de/exhibitor/meyer-industrie-electronic/Z962141;
Exhibitor;Me & You Innovate, SA.;Portugal;2840-050;Paio Pires;;;https://www.meandyouinnovate.pt;"Hall 17, Stand A29";https://www.hannovermesse.de/exhibitor/me-you-innovate/N1612518;
Exhibitor;Proalpha GmbH MKG Deutschland;Germany;67685;Weilerbach;Rhineland Palatinate;;http://www.mkg.eu/de-de;Exhibitor pre-registered - Hall and Booth No. to follow shortly;https://www.hannovermesse.de/exhibitor/mgk-deutschland/N1615265;
Exhibitor;MGT Maschinen- und Gerätebau GmbH;Germany;17166;Neu Wokern;Mecklenburg-Western Pomerania;;http://www.mgt-mv.de;"Hall 26, Stand B69";https://www.hannovermesse.de/exhibitor/mgt-maschinen-und-geratebau/N1482560;
Exhibitor;MHP Management- und IT-Beratung GmbH;Germany;71638;Ludwigsburg;Baden-Wurttemberg;;http://www.mhp.com;Convention Center (CC);https://www.hannovermesse.de/exhibitor/mhp-management/N1611417;
Exhibitor;MH Robot & Automation Co., Ltd.;China;262200;Weifang;;;http://www.mhauto.cn;"Hall 26, Stand C29";https://www.hannovermesse.de/exhibitor/mh-robot-automation/N1607324;
Exhibitor;Microcyber Corporation;China;110179;Shenyang;;;http://www.microcyber.cn;"Hall 27, Stand H09";https://www.hannovermesse.de/exhibitor/microcyber/N1504174;
Exhibitor;Microfusao do Brasil Fundicao de Metais Ltda;Brazil;13849-224;Mogi Guaçu SP;;;https://mbgroup.com.br;"Hall 12, Stand C22";https://www.hannovermesse.de/exhibitor/microfusao-do-brasil-fundicao/N1608989;
Exhibitor;Micro Metal Industria e Comercio Ltda;Brazil;18810-815;Piraju SP;;;https://www.micrometal.com.br;"Hall 17, Stand D52";https://www.hannovermesse.de/exhibitor/micro-metal-industria-e-comercio/N1609197;
Exhibitor;MICROPROCESSADOR Sistemas Digitais S.A.;Portugal;4455-442;Perafita;;;http://www.microprocessador.pt;"Hall 26, Stand F90";https://www.hannovermesse.de/exhibitor/microprocessador-sistemas-digitais/N1575734;
Exhibitor;Microsoft Corporation;United States of America;;Redmond, WA 98052;;;https://www.microsoft.com/de-de/industry/manufacturing/microsoft-cloud-for-manufacturing;"Hall 17, Stand G06";https://www.hannovermesse.de/exhibitor/microsoft/N1479704;
Exhibitor;Microvast GmbH;Germany;14974;Ludwigsfelde;Brandenburg;;http://www.microvast.com;"Hall 12, Stand E41";https://www.hannovermesse.de/exhibitor/microvast/N1607633;
Exhibitor;MICRO-EPSILON Messtechnik GmbH & Co. KG;Germany;94496;Ortenburg;Bavaria;;https://www.micro-epsilon.com;"Hall 27, Stand J23";https://www.hannovermesse.de/exhibitor/micro-epsilon-messtechnik/N1476407;
Exhibitor;Mila, Quebec Artificial Intelligence Institute;Canada;;Montréal H2S 3H1;;;http://mila.quebec/en;"Hall 27, Stand A12";https://www.hannovermesse.de/exhibitor/mila/N1576554;
Exhibitor;MiMetrix, LLC;United States of America;;Philadelphia, PA 19123;;;https://www.intelycx.com/;"Hall 16, Stand A10/1";https://www.hannovermesse.de/exhibitor/mimetrix/N1610212;
Exhibitor;Mindman Industrial Co. Ltd.;Taiwan;103034;Taipei City;;;http://www.mindman.com.tw;"Hall 27, Stand E05, (3)";https://www.hannovermesse.de/exhibitor/mindman-industrial/N1572370;
Exhibitor;Ming Tai Industrial Co., Ltd.;Taiwan;25152;Tamsui;;;http://www.powerspring.com.tw;"Hall 17, Stand D10";https://www.hannovermesse.de/exhibitor/ming-tai-industrial/N1504181;
Exhibitor;Minitab GmbH;Germany;80539;München;Bavaria;;https://www.minitab.com/de-de/;"Hall 16, Stand A04";https://www.hannovermesse.de/exhibitor/minitab/N1549225;
Exhibitor;August Mink GmbH & Co.KG;Germany;73035;Göppingen;Baden-Wurttemberg;;http://www.mink-buersten.com;"Hall 17, Stand A44";https://www.hannovermesse.de/exhibitor/mink-august/N1605325;
Exhibitor;Mipalloy Pvt. Ltd.;India;;Sriperumbudur 602117;;;https://www.mipalloy.com;"Hall 17, Stand F60";https://www.hannovermesse.de/exhibitor/mipalloy/N1612390;
Exhibitor;MIRA GmbH;Germany;40476;Düsseldorf;North Rhine-Westphalia;;http://www.mira-mobility.com;Exhibitor pre-registered - Hall and Booth No. to follow shortly;https://www.hannovermesse.de/exhibitor/mira/N1613292;
Exhibitor;MIS Endüstriyel Cözümler Otomasyon San. ve Tic. A.S.;Türkiye;34906;Pendik;;;https://www.mis-otomasyon.com.tr;"Hall 14, Stand L27, (12)";https://www.hannovermesse.de/exhibitor/mis-endustriyel-cozumler-otomasyon/N1608167;
Exhibitor;Deutsches Zentrum für Luft- und Raumfahrt e. V. (DLR) Projektträger;Germany;53227;Bonn;North Rhine-Westphalia;;https://www.mittelstand-digital.de;"Hall 27, Stand B35";https://www.hannovermesse.de/exhibitor/mittelstand-digital-des-bmwe/N1513887;
Exhibitor;BSP Business and Law School - Hochschule für Management und Recht GmbH;Germany;14467;Potsdam;Brandenburg;;https://www.digitalzentrum-zukunftskultur.de;"Hall 11, Stand B49";https://www.hannovermesse.de/exhibitor/mittelstand-digital-zentrum-zukunft/N1611091;
Exhibitor;MI-Partners B.V.;Netherlands;5507 TB;Veldhoven;;;https://www.mi-partners.nl;"Hall 13, Stand A34";https://www.hannovermesse.de/exhibitor/mi-partners/N1613965;
Exhibitor;MKT Metall- und Kunststoffverarb. GmbH;Germany;09465;Sehmatal-Cranzahl;Saxony;;https://www.mktnet.de;"Hall 17, Stand G41/8, (G41/3)";https://www.hannovermesse.de/exhibitor/mkt-metall-und-kunststoffverarbeitung/N1607928;
Exhibitor;Martin-Luther-Universität Halle-Wittenberg Wissens-u.Technologietransfer;Germany;06120;Halle;Saxony-Anhalt;;https://www.uni-halle.de;"Hall 11, Stand B48";https://www.hannovermesse.de/exhibitor/mlu-halle-wittenberg/N1611219;
Exhibitor;Skyhaus GmbH;Germany;13355;Berlin;Berlin;;https://www.ml6.eu;"Hall 16, Stand A19";https://www.hannovermesse.de/exhibitor/ml6-skyhaus/N1611800;
Exhibitor;MNE Components India Pvt. Ltd.;India;;Nashik 422007;;;http://www.mnecomponents.com;"Hall 12, Stand E07";https://www.hannovermesse.de/exhibitor/mne-components-india/N1605514;
Exhibitor;Möhle Prototyping GmbH;Germany;31840;Hessisch Oldendorf;Lower Saxony;;http://www.moehle-prototyping.de;"Hall 11, Stand D43";https://www.hannovermesse.de/exhibitor/mohle-prototyping/N1576089;
Exhibitor;Moellmann Industriebeschläge GmbH;Germany;42551;Velbert;North Rhine-Westphalia;;http://www.moellmann-beschlaege.com;"Hall 17, Stand B24/1";https://www.hannovermesse.de/exhibitor/moellmann-industriebeschlage/N1605515;
Exhibitor;MOEVE S.A.;Spain;28046;Madrid;;;http://www.moeve.es;"Hall 11, Stand C19";https://www.hannovermesse.de/exhibitor/moeve/N1615025;
Exhibitor;Molde Matos S.A.;Portugal;2445-573;Moita Marinha Grande;;;https://www.moldematos.pt;"Hall 17, Stand A56";https://www.hannovermesse.de/exhibitor/molde-matos/N1544989;
Exhibitor;MongoDB Deutsche GmbH;Germany;60322;Frankfurt;Hesse;;http://www.mongodb.com;"Hall 14, Stand H98";https://www.hannovermesse.de/exhibitor/mongodb-deutsche/N1610793;
Exhibitor;Monitor ERP System GmbH;Germany;40549;Düsseldorf;North Rhine-Westphalia;;https://www.monitorerp.com;"Hall 15, Stand A18/8";https://www.hannovermesse.de/exhibitor/monitor-erp-system/N1569389;
Exhibitor;MOTION MAKERS GmbH;Germany;73035;Göppingen;Baden-Wurttemberg;;https://www.motion-makers.com;"Hall 12, Stand E63";https://www.hannovermesse.de/exhibitor/motion-makers/N1608065;
Exhibitor;ePapyrus Inc;Korea, Republic of;13493;Seongnam-Si;;;http://www.motorsense.io;"Hall 27, Stand J73, (05)";https://www.hannovermesse.de/exhibitor/motorsense/N1607670;
Exhibitor;7725965 Canada Inc.;Canada;;Brossard, QC J4Z 3V4;;;https://www.motsai.com;"Hall 26, Stand E78";https://www.hannovermesse.de/exhibitor/motsai/N1610094;
Exhibitor;MOTUS Otomotiv Makine ve Metal San. Tic. A.?.;Türkiye;42160;Selcuklu;;;http://motuscompany.com;"Hall 17, Stand B44, (2)";https://www.hannovermesse.de/exhibitor/motus-otomotiv-makine-ve-metal/N1612115;
Exhibitor;Motzener Kunststoff- und Gummi- verarbeitung GmbH;Germany;15749;Mittenwalde;Brandenburg;;http://www.kunststoff-gummi.de;"Hall 12, Stand E41";https://www.hannovermesse.de/exhibitor/motzener-kunststoff/N1545843;
Exhibitor;move technology GmbH;Germany;31582;Nienburg;Lower Saxony;;https://move-technology.de/de/;"Hall 12, Stand E90";https://www.hannovermesse.de/exhibitor/move-technology/N1572203;
Exhibitor;MP Plast A/S;Denmark;6760;Ribe;;;http://www.mp-plast.dk;"Hall 17, Stand A36";https://www.hannovermesse.de/exhibitor/mp-plast/N1605516;
Exhibitor;MS ProTech s.r.o.;Czech Republic;569 07;Radimer;;;http://www.ms-protech.cz;"Hall 26, Stand G84";https://www.hannovermesse.de/exhibitor/ms-pro-tech/N1574947;
Exhibitor;MTES Inc.;Korea, Republic of;52847;Jinju-Si;;;https://en.mtes.co.kr;"Hall 27, Stand H71";https://www.hannovermesse.de/exhibitor/mtes/N1610644;
Exhibitor;MTI Technology GmbH;Germany;65205;Wiesbaden;Hesse;;https://de.mti.com;"Hall 26, Stand F06, (12)";https://www.hannovermesse.de/exhibitor/mti-technology/N1612703;
Exhibitor;Mubea Tellerfedern GmbH;Germany;57567;Daaden;Rhineland Palatinate;;http://www.mubea.com;"Hall 11, Stand C17";https://www.hannovermesse.de/exhibitor/mubea-tellerfedern/N1608443;
Exhibitor;Müller Industrie-Elektronik GmbH;Germany;31535;Neustadt;Lower Saxony;;http://www.mueller-ie.com;"Hall 27, Stand F19";https://www.hannovermesse.de/exhibitor/muller-industrie-elektronik/N1605517;
Exhibitor;Münch GmbH;Germany;97753;Karlstadt;Bavaria;;http://www.muench-gmbh.de;"Hall 11, Stand B41";https://www.hannovermesse.de/exhibitor/munch/N1610794;
Exhibitor;Mütec Instruments GmbH;Germany;21220;Seevetal;Lower Saxony;;http://www.muetec.de;"Hall 11, Stand C15/1";https://www.hannovermesse.de/exhibitor/mutec-instruments/N1537119;
Exhibitor;Multipowr NV;Belgium;9940;Evergem;;;http://www.multipowr.com;"Hall 17, Stand H23";https://www.hannovermesse.de/exhibitor/multipowr/N1611839;
Exhibitor;Multitube B.V.;Netherlands;6003 DC;Weert;;;https://www.multitube.com;"Hall 26, Stand F35";https://www.hannovermesse.de/exhibitor/multitube/N1607673;
Exhibitor;Munich Quantum Valley e.V.;Germany;80807;München;Bavaria;;https://www.munich-quantum-valley.de;"Hall 11, Stand B25, (B25/5)";https://www.hannovermesse.de/exhibitor/munich-quantum-valley/N1540880;
Exhibitor;Mustafa Kozanli Mühendislik Makina Elektrik San. ve Tic. Ltd. Sti.;Türkiye;16130;Nilüfer;;;http://www.kozanli.com.tr;"Hall 13, Stand A13";https://www.hannovermesse.de/exhibitor/mustafa-kozanli-muhendislik-makina/N1605518;
Exhibitor;Muvu Technologies, Lda;Portugal;6300-672;Guarda;;;http://www.muvu.tech;"Hall 26, Stand F90";https://www.hannovermesse.de/exhibitor/muvu-technologies/N1575735;
Exhibitor;CIM-Technologie-Zentrum Wismar e.V.;Germany;23966;Wismar;Mecklenburg-Western Pomerania;;http://www.cim-wismar.de;"Hall 26, Stand B69";https://www.hannovermesse.de/exhibitor/cim-technologie-zentrum-wismar/E492090;
Exhibitor;MVS Technologies Kft.;Hungary;1151;Budapest;;;https://mvs-systems.com/;"Hall 17, Stand D17/1";https://www.hannovermesse.de/exhibitor/mvs-technologies/N1605519;
Exhibitor;MVTec Software GmbH;Germany;80634;München;Bavaria;;https://www.mvtec.com;"Hall 27, Stand F38/8";https://www.hannovermesse.de/exhibitor/mvtec-software/N1605520;
Exhibitor;MYBOTSHOP HRI UG (haftungsbeschränkt);Germany;50129;Bergheim;North Rhine-Westphalia;;http://www.mybotshop.de;"Hall 26, Stand G44, (23)";https://www.hannovermesse.de/exhibitor/mybotshop-hri/N1613344;
